Date,Eco-Totem - Capital City Trail @ N. Shore Dr. ,Channel 1 IN (Eastbound) ,Channel 2 OUT (Westbound)
01/01/2016 12:00:00 AM,0,0,0
01/01/2016 12:15:00 AM,1,1,0
01/01/2016 12:30:00 AM,1,0,1
01/01/2016 12:45:00 AM,0,0,0
01/01/2016 01:00:00 AM,0,0,0
01/01/2016 01:15:00 AM,1,1,0
01/01/2016 01:30:00 AM,1,0,1
01/01/2016 01:45:00 AM,0,0,0
01/01/2016 02:00:00 AM,0,0,0
01/01/2016 02:15:00 AM,0,0,0
01/01/2016 02:30:00 AM,1,0,1
01/01/2016 02:45:00 AM,0,0,0
01/01/2016 03:00:00 AM,0,0,0
01/01/2016 03:15:00 AM,0,0,0
01/01/2016 03:30:00 AM,0,0,0
01/01/2016 03:45:00 AM,0,0,0
01/01/2016 04:00:00 AM,0,0,0
01/01/2016 04:15:00 AM,0,0,0
01/01/2016 04:30:00 AM,0,0,0
01/01/2016 04:45:00 AM,0,0,0
01/01/2016 05:00:00 AM,0,0,0
01/01/2016 05:15:00 AM,0,0,0
01/01/2016 05:30:00 AM,0,0,0
01/01/2016 05:45:00 AM,0,0,0
01/01/2016 06:00:00 AM,0,0,0
01/01/2016 06:15:00 AM,0,0,0
01/01/2016 06:30:00 AM,0,0,0
01/01/2016 06:45:00 AM,0,0,0
01/01/2016 07:00:00 AM,0,0,0
01/01/2016 07:15:00 AM,1,0,1
01/01/2016 07:30:00 AM,0,0,0
01/01/2016 07:45:00 AM,1,0,1
01/01/2016 08:00:00 AM,0,0,0
01/01/2016 08:15:00 AM,0,0,0
01/01/2016 08:30:00 AM,1,0,1
01/01/2016 08:45:00 AM,3,1,2
01/01/2016 09:00:00 AM,0,0,0
01/01/2016 09:15:00 AM,0,0,0
01/01/2016 09:30:00 AM,0,0,0
01/01/2016 09:45:00 AM,1,0,1
01/01/2016 10:00:00 AM,2,1,1
01/01/2016 10:15:00 AM,1,1,0
01/01/2016 10:30:00 AM,0,0,0
01/01/2016 10:45:00 AM,4,0,4
01/01/2016 11:00:00 AM,1,0,1
01/01/2016 11:15:00 AM,0,0,0
01/01/2016 11:30:00 AM,0,0,0
01/01/2016 11:45:00 AM,0,0,0
01/01/2016 12:00:00 PM,0,0,0
01/01/2016 12:15:00 PM,2,0,2
01/01/2016 12:30:00 PM,3,2,1
01/01/2016 12:45:00 PM,0,0,0
01/01/2016 01:00:00 PM,7,1,6
01/01/2016 01:15:00 PM,1,0,1
01/01/2016 01:30:00 PM,0,0,0
01/01/2016 01:45:00 PM,1,0,1
01/01/2016 02:00:00 PM,8,2,6
01/01/2016 02:15:00 PM,3,1,2
01/01/2016 02:30:00 PM,17,17,0
01/01/2016 02:45:00 PM,1,1,0
01/01/2016 03:00:00 PM,2,0,2
01/01/2016 03:15:00 PM,3,2,1
01/01/2016 03:30:00 PM,5,2,3
01/01/2016 03:45:00 PM,4,0,4
01/01/2016 04:00:00 PM,5,2,3
01/01/2016 04:15:00 PM,3,2,1
01/01/2016 04:30:00 PM,1,1,0
01/01/2016 04:45:00 PM,2,2,0
01/01/2016 05:00:00 PM,1,1,0
01/01/2016 05:15:00 PM,1,1,0
01/01/2016 05:30:00 PM,2,2,0
01/01/2016 05:45:00 PM,1,0,1
01/01/2016 06:00:00 PM,2,2,0
01/01/2016 06:15:00 PM,1,1,0
01/01/2016 06:30:00 PM,0,0,0
01/01/2016 06:45:00 PM,0,0,0
01/01/2016 07:00:00 PM,0,0,0
01/01/2016 07:15:00 PM,0,0,0
01/01/2016 07:30:00 PM,0,0,0
01/01/2016 07:45:00 PM,1,1,0
01/01/2016 08:00:00 PM,0,0,0
01/01/2016 08:15:00 PM,0,0,0
01/01/2016 08:30:00 PM,1,0,1
01/01/2016 08:45:00 PM,0,0,0
01/01/2016 09:00:00 PM,0,0,0
01/01/2016 09:15:00 PM,0,0,0
01/01/2016 09:30:00 PM,0,0,0
01/01/2016 09:45:00 PM,1,0,1
01/01/2016 10:00:00 PM,0,0,0
01/01/2016 10:15:00 PM,0,0,0
01/01/2016 10:30:00 PM,1,1,0
01/01/2016 10:45:00 PM,0,0,0
01/01/2016 11:00:00 PM,0,0,0
01/01/2016 11:15:00 PM,1,1,0
01/01/2016 11:30:00 PM,2,1,1
01/01/2016 11:45:00 PM,1,0,1
01/02/2016 12:00:00 AM,0,0,0
01/02/2016 12:15:00 AM,0,0,0
01/02/2016 12:30:00 AM,0,0,0
01/02/2016 12:45:00 AM,1,1,0
01/02/2016 01:00:00 AM,0,0,0
01/02/2016 01:15:00 AM,0,0,0
01/02/2016 01:30:00 AM,0,0,0
01/02/2016 01:45:00 AM,0,0,0
01/02/2016 02:00:00 AM,0,0,0
01/02/2016 02:15:00 AM,0,0,0
01/02/2016 02:30:00 AM,0,0,0
01/02/2016 02:45:00 AM,0,0,0
01/02/2016 03:00:00 AM,0,0,0
01/02/2016 03:15:00 AM,0,0,0
01/02/2016 03:30:00 AM,0,0,0
01/02/2016 03:45:00 AM,0,0,0
01/02/2016 04:00:00 AM,0,0,0
01/02/2016 04:15:00 AM,0,0,0
01/02/2016 04:30:00 AM,0,0,0
01/02/2016 04:45:00 AM,0,0,0
01/02/2016 05:00:00 AM,0,0,0
01/02/2016 05:15:00 AM,0,0,0
01/02/2016 05:30:00 AM,0,0,0
01/02/2016 05:45:00 AM,0,0,0
01/02/2016 06:00:00 AM,1,1,0
01/02/2016 06:15:00 AM,1,1,0
01/02/2016 06:30:00 AM,1,1,0
01/02/2016 06:45:00 AM,0,0,0
01/02/2016 07:00:00 AM,0,0,0
01/02/2016 07:15:00 AM,0,0,0
01/02/2016 07:30:00 AM,0,0,0
01/02/2016 07:45:00 AM,1,0,1
01/02/2016 08:00:00 AM,0,0,0
01/02/2016 08:15:00 AM,0,0,0
01/02/2016 08:30:00 AM,0,0,0
01/02/2016 08:45:00 AM,0,0,0
01/02/2016 09:00:00 AM,0,0,0
01/02/2016 09:15:00 AM,0,0,0
01/02/2016 09:30:00 AM,0,0,0
01/02/2016 09:45:00 AM,2,1,1
01/02/2016 10:00:00 AM,1,0,1
01/02/2016 10:15:00 AM,2,0,2
01/02/2016 10:30:00 AM,3,2,1
01/02/2016 10:45:00 AM,4,1,3
01/02/2016 11:00:00 AM,0,0,0
01/02/2016 11:15:00 AM,1,0,1
01/02/2016 11:30:00 AM,2,0,2
01/02/2016 11:45:00 AM,1,1,0
01/02/2016 12:00:00 PM,5,3,2
01/02/2016 12:15:00 PM,2,1,1
01/02/2016 12:30:00 PM,3,1,2
01/02/2016 12:45:00 PM,5,3,2
01/02/2016 01:00:00 PM,1,0,1
01/02/2016 01:15:00 PM,1,1,0
01/02/2016 01:30:00 PM,5,3,2
01/02/2016 01:45:00 PM,0,0,0
01/02/2016 02:00:00 PM,5,4,1
01/02/2016 02:15:00 PM,1,0,1
01/02/2016 02:30:00 PM,5,3,2
01/02/2016 02:45:00 PM,7,4,3
01/02/2016 03:00:00 PM,1,1,0
01/02/2016 03:15:00 PM,4,0,4
01/02/2016 03:30:00 PM,4,3,1
01/02/2016 03:45:00 PM,6,1,5
01/02/2016 04:00:00 PM,5,3,2
01/02/2016 04:15:00 PM,6,4,2
01/02/2016 04:30:00 PM,3,2,1
01/02/2016 04:45:00 PM,6,5,1
01/02/2016 05:00:00 PM,3,3,0
01/02/2016 05:15:00 PM,1,0,1
01/02/2016 05:30:00 PM,3,2,1
01/02/2016 05:45:00 PM,0,0,0
01/02/2016 06:00:00 PM,1,1,0
01/02/2016 06:15:00 PM,0,0,0
01/02/2016 06:30:00 PM,3,2,1
01/02/2016 06:45:00 PM,2,2,0
01/02/2016 07:00:00 PM,1,0,1
01/02/2016 07:15:00 PM,0,0,0
01/02/2016 07:30:00 PM,2,0,2
01/02/2016 07:45:00 PM,1,1,0
01/02/2016 08:00:00 PM,2,0,2
01/02/2016 08:15:00 PM,1,1,0
01/02/2016 08:30:00 PM,2,1,1
01/02/2016 08:45:00 PM,0,0,0
01/02/2016 09:00:00 PM,0,0,0
01/02/2016 09:15:00 PM,1,1,0
01/02/2016 09:30:00 PM,0,0,0
01/02/2016 09:45:00 PM,1,0,1
01/02/2016 10:00:00 PM,0,0,0
01/02/2016 10:15:00 PM,1,0,1
01/02/2016 10:30:00 PM,1,1,0
01/02/2016 10:45:00 PM,1,0,1
01/02/2016 11:00:00 PM,0,0,0
01/02/2016 11:15:00 PM,0,0,0
01/02/2016 11:30:00 PM,1,0,1
01/02/2016 11:45:00 PM,0,0,0
01/03/2016 12:00:00 AM,1,0,1
01/03/2016 12:15:00 AM,0,0,0
01/03/2016 12:30:00 AM,1,0,1
01/03/2016 12:45:00 AM,0,0,0
01/03/2016 01:00:00 AM,0,0,0
01/03/2016 01:15:00 AM,0,0,0
01/03/2016 01:30:00 AM,1,0,1
01/03/2016 01:45:00 AM,0,0,0
01/03/2016 02:00:00 AM,0,0,0
01/03/2016 02:15:00 AM,0,0,0
01/03/2016 02:30:00 AM,0,0,0
01/03/2016 02:45:00 AM,0,0,0
01/03/2016 03:00:00 AM,0,0,0
01/03/2016 03:15:00 AM,1,1,0
01/03/2016 03:30:00 AM,0,0,0
01/03/2016 03:45:00 AM,0,0,0
01/03/2016 04:00:00 AM,0,0,0
01/03/2016 04:15:00 AM,0,0,0
01/03/2016 04:30:00 AM,0,0,0
01/03/2016 04:45:00 AM,0,0,0
01/03/2016 05:00:00 AM,0,0,0
01/03/2016 05:15:00 AM,0,0,0
01/03/2016 05:30:00 AM,0,0,0
01/03/2016 05:45:00 AM,1,0,1
01/03/2016 06:00:00 AM,0,0,0
01/03/2016 06:15:00 AM,0,0,0
01/03/2016 06:30:00 AM,0,0,0
01/03/2016 06:45:00 AM,1,0,1
01/03/2016 07:00:00 AM,0,0,0
01/03/2016 07:15:00 AM,0,0,0
01/03/2016 07:30:00 AM,1,1,0
01/03/2016 07:45:00 AM,0,0,0
01/03/2016 08:00:00 AM,1,0,1
01/03/2016 08:15:00 AM,2,0,2
01/03/2016 08:30:00 AM,0,0,0
01/03/2016 08:45:00 AM,2,0,2
01/03/2016 09:00:00 AM,2,1,1
01/03/2016 09:15:00 AM,2,0,2
01/03/2016 09:30:00 AM,1,0,1
01/03/2016 09:45:00 AM,2,2,0
01/03/2016 10:00:00 AM,1,0,1
01/03/2016 10:15:00 AM,6,0,6
01/03/2016 10:30:00 AM,1,1,0
01/03/2016 10:45:00 AM,3,2,1
01/03/2016 11:00:00 AM,0,0,0
01/03/2016 11:15:00 AM,3,2,1
01/03/2016 11:30:00 AM,1,0,1
01/03/2016 11:45:00 AM,1,1,0
01/03/2016 12:00:00 PM,3,2,1
01/03/2016 12:15:00 PM,2,1,1
01/03/2016 12:30:00 PM,3,2,1
01/03/2016 12:45:00 PM,4,2,2
01/03/2016 01:00:00 PM,2,2,0
01/03/2016 01:15:00 PM,1,1,0
01/03/2016 01:30:00 PM,2,2,0
01/03/2016 01:45:00 PM,1,1,0
01/03/2016 02:00:00 PM,2,0,2
01/03/2016 02:15:00 PM,1,0,1
01/03/2016 02:30:00 PM,3,1,2
01/03/2016 02:45:00 PM,0,0,0
01/03/2016 03:00:00 PM,6,4,2
01/03/2016 03:15:00 PM,3,2,1
01/03/2016 03:30:00 PM,2,1,1
01/03/2016 03:45:00 PM,2,0,2
01/03/2016 04:00:00 PM,3,1,2
01/03/2016 04:15:00 PM,1,0,1
01/03/2016 04:30:00 PM,3,1,2
01/03/2016 04:45:00 PM,0,0,0
01/03/2016 05:00:00 PM,3,3,0
01/03/2016 05:15:00 PM,2,1,1
01/03/2016 05:30:00 PM,2,2,0
01/03/2016 05:45:00 PM,2,1,1
01/03/2016 06:00:00 PM,2,2,0
01/03/2016 06:15:00 PM,1,0,1
01/03/2016 06:30:00 PM,1,0,1
01/03/2016 06:45:00 PM,5,5,0
01/03/2016 07:00:00 PM,1,1,0
01/03/2016 07:15:00 PM,2,0,2
01/03/2016 07:30:00 PM,0,0,0
01/03/2016 07:45:00 PM,1,1,0
01/03/2016 08:00:00 PM,2,2,0
01/03/2016 08:15:00 PM,0,0,0
01/03/2016 08:30:00 PM,2,1,1
01/03/2016 08:45:00 PM,0,0,0
01/03/2016 09:00:00 PM,0,0,0
01/03/2016 09:15:00 PM,0,0,0
01/03/2016 09:30:00 PM,0,0,0
01/03/2016 09:45:00 PM,1,0,1
01/03/2016 10:00:00 PM,0,0,0
01/03/2016 10:15:00 PM,0,0,0
01/03/2016 10:30:00 PM,1,1,0
01/03/2016 10:45:00 PM,1,0,1
01/03/2016 11:00:00 PM,0,0,0
01/03/2016 11:15:00 PM,2,0,2
01/03/2016 11:30:00 PM,0,0,0
01/03/2016 11:45:00 PM,0,0,0
01/04/2016 12:00:00 AM,0,0,0
01/04/2016 12:15:00 AM,0,0,0
01/04/2016 12:30:00 AM,0,0,0
01/04/2016 12:45:00 AM,0,0,0
01/04/2016 01:00:00 AM,0,0,0
01/04/2016 01:15:00 AM,0,0,0
01/04/2016 01:30:00 AM,0,0,0
01/04/2016 01:45:00 AM,0,0,0
01/04/2016 02:00:00 AM,0,0,0
01/04/2016 02:15:00 AM,0,0,0
01/04/2016 02:30:00 AM,0,0,0
01/04/2016 02:45:00 AM,0,0,0
01/04/2016 03:00:00 AM,0,0,0
01/04/2016 03:15:00 AM,1,0,1
01/04/2016 03:30:00 AM,0,0,0
01/04/2016 03:45:00 AM,0,0,0
01/04/2016 04:00:00 AM,0,0,0
01/04/2016 04:15:00 AM,0,0,0
01/04/2016 04:30:00 AM,0,0,0
01/04/2016 04:45:00 AM,0,0,0
01/04/2016 05:00:00 AM,0,0,0
01/04/2016 05:15:00 AM,2,2,0
01/04/2016 05:30:00 AM,1,1,0
01/04/2016 05:45:00 AM,1,0,1
01/04/2016 06:00:00 AM,3,3,0
01/04/2016 06:15:00 AM,1,0,1
01/04/2016 06:30:00 AM,4,0,4
01/04/2016 06:45:00 AM,7,4,3
01/04/2016 07:00:00 AM,4,1,3
01/04/2016 07:15:00 AM,11,5,6
01/04/2016 07:30:00 AM,22,10,12
01/04/2016 07:45:00 AM,19,6,13
01/04/2016 08:00:00 AM,4,1,3
01/04/2016 08:15:00 AM,14,8,6
01/04/2016 08:30:00 AM,5,2,3
01/04/2016 08:45:00 AM,15,4,11
01/04/2016 09:00:00 AM,10,4,6
01/04/2016 09:15:00 AM,2,1,1
01/04/2016 09:30:00 AM,5,2,3
01/04/2016 09:45:00 AM,6,0,6
01/04/2016 10:00:00 AM,4,3,1
01/04/2016 10:15:00 AM,2,0,2
01/04/2016 10:30:00 AM,2,1,1
01/04/2016 10:45:00 AM,1,0,1
01/04/2016 11:00:00 AM,2,0,2
01/04/2016 11:15:00 AM,2,0,2
01/04/2016 11:30:00 AM,0,0,0
01/04/2016 11:45:00 AM,3,2,1
01/04/2016 12:00:00 PM,5,3,2
01/04/2016 12:15:00 PM,5,3,2
01/04/2016 12:30:00 PM,2,2,0
01/04/2016 12:45:00 PM,1,0,1
01/04/2016 01:00:00 PM,4,2,2
01/04/2016 01:15:00 PM,4,2,2
01/04/2016 01:30:00 PM,3,1,2
01/04/2016 01:45:00 PM,3,1,2
01/04/2016 02:00:00 PM,5,2,3
01/04/2016 02:15:00 PM,4,2,2
01/04/2016 02:30:00 PM,4,0,4
01/04/2016 02:45:00 PM,4,2,2
01/04/2016 03:00:00 PM,3,0,3
01/04/2016 03:15:00 PM,2,1,1
01/04/2016 03:30:00 PM,11,6,5
01/04/2016 03:45:00 PM,3,1,2
01/04/2016 04:00:00 PM,6,3,3
01/04/2016 04:15:00 PM,12,6,6
01/04/2016 04:30:00 PM,7,4,3
01/04/2016 04:45:00 PM,17,12,5
01/04/2016 05:00:00 PM,17,10,7
01/04/2016 05:15:00 PM,13,8,5
01/04/2016 05:30:00 PM,13,9,4
01/04/2016 05:45:00 PM,12,9,3
01/04/2016 06:00:00 PM,4,3,1
01/04/2016 06:15:00 PM,1,1,0
01/04/2016 06:30:00 PM,5,4,1
01/04/2016 06:45:00 PM,7,5,2
01/04/2016 07:00:00 PM,5,3,2
01/04/2016 07:15:00 PM,1,1,0
01/04/2016 07:30:00 PM,1,1,0
01/04/2016 07:45:00 PM,3,2,1
01/04/2016 08:00:00 PM,2,2,0
01/04/2016 08:15:00 PM,2,2,0
01/04/2016 08:30:00 PM,4,2,2
01/04/2016 08:45:00 PM,3,0,3
01/04/2016 09:00:00 PM,0,0,0
01/04/2016 09:15:00 PM,0,0,0
01/04/2016 09:30:00 PM,1,0,1
01/04/2016 09:45:00 PM,1,1,0
01/04/2016 10:00:00 PM,0,0,0
01/04/2016 10:15:00 PM,1,0,1
01/04/2016 10:30:00 PM,1,0,1
01/04/2016 10:45:00 PM,0,0,0
01/04/2016 11:00:00 PM,0,0,0
01/04/2016 11:15:00 PM,0,0,0
01/04/2016 11:30:00 PM,1,0,1
01/04/2016 11:45:00 PM,2,0,2
01/05/2016 12:00:00 AM,0,0,0
01/05/2016 12:15:00 AM,0,0,0
01/05/2016 12:30:00 AM,1,1,0
01/05/2016 12:45:00 AM,0,0,0
01/05/2016 01:00:00 AM,1,0,1
01/05/2016 01:15:00 AM,0,0,0
01/05/2016 01:30:00 AM,0,0,0
01/05/2016 01:45:00 AM,0,0,0
01/05/2016 02:00:00 AM,0,0,0
01/05/2016 02:15:00 AM,0,0,0
01/05/2016 02:30:00 AM,1,1,0
01/05/2016 02:45:00 AM,0,0,0
01/05/2016 03:00:00 AM,0,0,0
01/05/2016 03:15:00 AM,1,1,0
01/05/2016 03:30:00 AM,0,0,0
01/05/2016 03:45:00 AM,0,0,0
01/05/2016 04:00:00 AM,0,0,0
01/05/2016 04:15:00 AM,0,0,0
01/05/2016 04:30:00 AM,0,0,0
01/05/2016 04:45:00 AM,0,0,0
01/05/2016 05:00:00 AM,0,0,0
01/05/2016 05:15:00 AM,0,0,0
01/05/2016 05:30:00 AM,1,1,0
01/05/2016 05:45:00 AM,1,1,0
01/05/2016 06:00:00 AM,2,2,0
01/05/2016 06:15:00 AM,2,1,1
01/05/2016 06:30:00 AM,4,1,3
01/05/2016 06:45:00 AM,6,5,1
01/05/2016 07:00:00 AM,7,1,6
01/05/2016 07:15:00 AM,9,6,3
01/05/2016 07:30:00 AM,17,8,9
01/05/2016 07:45:00 AM,12,4,8
01/05/2016 08:00:00 AM,11,3,8
01/05/2016 08:15:00 AM,13,7,6
01/05/2016 08:30:00 AM,7,4,3
01/05/2016 08:45:00 AM,12,7,5
01/05/2016 09:00:00 AM,18,7,11
01/05/2016 09:15:00 AM,5,2,3
01/05/2016 09:30:00 AM,7,2,5
01/05/2016 09:45:00 AM,6,2,4
01/05/2016 10:00:00 AM,3,1,2
01/05/2016 10:15:00 AM,5,2,3
01/05/2016 10:30:00 AM,1,0,1
01/05/2016 10:45:00 AM,0,0,0
01/05/2016 11:00:00 AM,5,3,2
01/05/2016 11:15:00 AM,2,0,2
01/05/2016 11:30:00 AM,3,3,0
01/05/2016 11:45:00 AM,5,2,3
01/05/2016 12:00:00 PM,2,1,1
01/05/2016 12:15:00 PM,1,1,0
01/05/2016 12:30:00 PM,5,3,2
01/05/2016 12:45:00 PM,0,0,0
01/05/2016 01:00:00 PM,5,4,1
01/05/2016 01:15:00 PM,3,1,2
01/05/2016 01:30:00 PM,3,1,2
01/05/2016 01:45:00 PM,1,0,1
01/05/2016 02:00:00 PM,5,3,2
01/05/2016 02:15:00 PM,5,2,3
01/05/2016 02:30:00 PM,5,2,3
01/05/2016 02:45:00 PM,8,5,3
01/05/2016 03:00:00 PM,5,4,1
01/05/2016 03:15:00 PM,1,0,1
01/05/2016 03:30:00 PM,6,2,4
01/05/2016 03:45:00 PM,5,4,1
01/05/2016 04:00:00 PM,10,4,6
01/05/2016 04:15:00 PM,11,6,5
01/05/2016 04:30:00 PM,12,9,3
01/05/2016 04:45:00 PM,18,10,8
01/05/2016 05:00:00 PM,17,13,4
01/05/2016 05:15:00 PM,13,6,7
01/05/2016 05:30:00 PM,11,7,4
01/05/2016 05:45:00 PM,5,1,4
01/05/2016 06:00:00 PM,10,8,2
01/05/2016 06:15:00 PM,12,9,3
01/05/2016 06:30:00 PM,10,7,3
01/05/2016 06:45:00 PM,5,5,0
01/05/2016 07:00:00 PM,5,1,4
01/05/2016 07:15:00 PM,5,4,1
01/05/2016 07:30:00 PM,5,4,1
01/05/2016 07:45:00 PM,1,1,0
01/05/2016 08:00:00 PM,2,1,1
01/05/2016 08:15:00 PM,1,1,0
01/05/2016 08:30:00 PM,3,0,3
01/05/2016 08:45:00 PM,3,0,3
01/05/2016 09:00:00 PM,2,1,1
01/05/2016 09:15:00 PM,0,0,0
01/05/2016 09:30:00 PM,1,1,0
01/05/2016 09:45:00 PM,2,1,1
01/05/2016 10:00:00 PM,1,0,1
01/05/2016 10:15:00 PM,0,0,0
01/05/2016 10:30:00 PM,1,0,1
01/05/2016 10:45:00 PM,0,0,0
01/05/2016 11:00:00 PM,0,0,0
01/05/2016 11:15:00 PM,1,1,0
01/05/2016 11:30:00 PM,3,2,1
01/05/2016 11:45:00 PM,1,1,0
01/06/2016 12:00:00 AM,1,1,0
01/06/2016 12:15:00 AM,0,0,0
01/06/2016 12:30:00 AM,0,0,0
01/06/2016 12:45:00 AM,0,0,0
01/06/2016 01:00:00 AM,0,0,0
01/06/2016 01:15:00 AM,1,0,1
01/06/2016 01:30:00 AM,0,0,0
01/06/2016 01:45:00 AM,0,0,0
01/06/2016 02:00:00 AM,0,0,0
01/06/2016 02:15:00 AM,0,0,0
01/06/2016 02:30:00 AM,1,1,0
01/06/2016 02:45:00 AM,0,0,0
01/06/2016 03:00:00 AM,0,0,0
01/06/2016 03:15:00 AM,1,1,0
01/06/2016 03:30:00 AM,0,0,0
01/06/2016 03:45:00 AM,0,0,0
01/06/2016 04:00:00 AM,0,0,0
01/06/2016 04:15:00 AM,0,0,0
01/06/2016 04:30:00 AM,0,0,0
01/06/2016 04:45:00 AM,0,0,0
01/06/2016 05:00:00 AM,0,0,0
01/06/2016 05:15:00 AM,2,1,1
01/06/2016 05:30:00 AM,0,0,0
01/06/2016 05:45:00 AM,3,2,1
01/06/2016 06:00:00 AM,3,2,1
01/06/2016 06:15:00 AM,2,0,2
01/06/2016 06:30:00 AM,3,1,2
01/06/2016 06:45:00 AM,5,4,1
01/06/2016 07:00:00 AM,6,1,5
01/06/2016 07:15:00 AM,4,2,2
01/06/2016 07:30:00 AM,16,6,10
01/06/2016 07:45:00 AM,11,4,7
01/06/2016 08:00:00 AM,17,10,7
01/06/2016 08:15:00 AM,12,4,8
01/06/2016 08:30:00 AM,7,5,2
01/06/2016 08:45:00 AM,16,3,13
01/06/2016 09:00:00 AM,12,5,7
01/06/2016 09:15:00 AM,5,2,3
01/06/2016 09:30:00 AM,6,2,4
01/06/2016 09:45:00 AM,8,5,3
01/06/2016 10:00:00 AM,4,0,4
01/06/2016 10:15:00 AM,5,1,4
01/06/2016 10:30:00 AM,1,1,0
01/06/2016 10:45:00 AM,3,2,1
01/06/2016 11:00:00 AM,0,0,0
01/06/2016 11:15:00 AM,4,2,2
01/06/2016 11:30:00 AM,3,1,2
01/06/2016 11:45:00 AM,4,1,3
01/06/2016 12:00:00 PM,4,1,3
01/06/2016 12:15:00 PM,5,2,3
01/06/2016 12:30:00 PM,4,1,3
01/06/2016 12:45:00 PM,4,0,4
01/06/2016 01:00:00 PM,4,2,2
01/06/2016 01:15:00 PM,8,4,4
01/06/2016 01:30:00 PM,1,1,0
01/06/2016 01:45:00 PM,2,0,2
01/06/2016 02:00:00 PM,4,1,3
01/06/2016 02:15:00 PM,4,2,2
01/06/2016 02:30:00 PM,14,4,10
01/06/2016 02:45:00 PM,7,7,0
01/06/2016 03:00:00 PM,3,2,1
01/06/2016 03:15:00 PM,9,5,4
01/06/2016 03:30:00 PM,8,2,6
01/06/2016 03:45:00 PM,6,3,3
01/06/2016 04:00:00 PM,5,2,3
01/06/2016 04:15:00 PM,11,8,3
01/06/2016 04:30:00 PM,16,7,9
01/06/2016 04:45:00 PM,13,6,7
01/06/2016 05:00:00 PM,21,12,9
01/06/2016 05:15:00 PM,10,6,4
01/06/2016 05:30:00 PM,14,10,4
01/06/2016 05:45:00 PM,11,8,3
01/06/2016 06:00:00 PM,13,8,5
01/06/2016 06:15:00 PM,4,2,2
01/06/2016 06:30:00 PM,9,6,3
01/06/2016 06:45:00 PM,3,2,1
01/06/2016 07:00:00 PM,5,4,1
01/06/2016 07:15:00 PM,3,0,3
01/06/2016 07:30:00 PM,4,2,2
01/06/2016 07:45:00 PM,5,3,2
01/06/2016 08:00:00 PM,2,2,0
01/06/2016 08:15:00 PM,5,3,2
01/06/2016 08:30:00 PM,3,3,0
01/06/2016 08:45:00 PM,1,0,1
01/06/2016 09:00:00 PM,0,0,0
01/06/2016 09:15:00 PM,2,2,0
01/06/2016 09:30:00 PM,2,1,1
01/06/2016 09:45:00 PM,3,2,1
01/06/2016 10:00:00 PM,4,4,0
01/06/2016 10:15:00 PM,1,1,0
01/06/2016 10:30:00 PM,1,1,0
01/06/2016 10:45:00 PM,1,1,0
01/06/2016 11:00:00 PM,2,2,0
01/06/2016 11:15:00 PM,1,1,0
01/06/2016 11:30:00 PM,1,0,1
01/06/2016 11:45:00 PM,2,2,0
01/07/2016 12:00:00 AM,0,0,0
01/07/2016 12:15:00 AM,1,0,1
01/07/2016 12:30:00 AM,1,0,1
01/07/2016 12:45:00 AM,0,0,0
01/07/2016 01:00:00 AM,0,0,0
01/07/2016 01:15:00 AM,1,0,1
01/07/2016 01:30:00 AM,0,0,0
01/07/2016 01:45:00 AM,0,0,0
01/07/2016 02:00:00 AM,0,0,0
01/07/2016 02:15:00 AM,0,0,0
01/07/2016 02:30:00 AM,1,1,0
01/07/2016 02:45:00 AM,0,0,0
01/07/2016 03:00:00 AM,0,0,0
01/07/2016 03:15:00 AM,0,0,0
01/07/2016 03:30:00 AM,0,0,0
01/07/2016 03:45:00 AM,0,0,0
01/07/2016 04:00:00 AM,0,0,0
01/07/2016 04:15:00 AM,0,0,0
01/07/2016 04:30:00 AM,0,0,0
01/07/2016 04:45:00 AM,0,0,0
01/07/2016 05:00:00 AM,0,0,0
01/07/2016 05:15:00 AM,0,0,0
01/07/2016 05:30:00 AM,0,0,0
01/07/2016 05:45:00 AM,3,2,1
01/07/2016 06:00:00 AM,1,1,0
01/07/2016 06:15:00 AM,2,0,2
01/07/2016 06:30:00 AM,0,0,0
01/07/2016 06:45:00 AM,9,4,5
01/07/2016 07:00:00 AM,3,2,1
01/07/2016 07:15:00 AM,9,2,7
01/07/2016 07:30:00 AM,8,2,6
01/07/2016 07:45:00 AM,13,6,7
01/07/2016 08:00:00 AM,9,5,4
01/07/2016 08:15:00 AM,8,4,4
01/07/2016 08:30:00 AM,5,4,1
01/07/2016 08:45:00 AM,11,7,4
01/07/2016 09:00:00 AM,9,3,6
01/07/2016 09:15:00 AM,6,3,3
01/07/2016 09:30:00 AM,1,0,1
01/07/2016 09:45:00 AM,9,5,4
01/07/2016 10:00:00 AM,2,0,2
01/07/2016 10:15:00 AM,5,2,3
01/07/2016 10:30:00 AM,7,4,3
01/07/2016 10:45:00 AM,7,3,4
01/07/2016 11:00:00 AM,3,2,1
01/07/2016 11:15:00 AM,0,0,0
01/07/2016 11:30:00 AM,4,4,0
01/07/2016 11:45:00 AM,3,1,2
01/07/2016 12:00:00 PM,6,0,6
01/07/2016 12:15:00 PM,4,2,2
01/07/2016 12:30:00 PM,1,1,0
01/07/2016 12:45:00 PM,3,1,2
01/07/2016 01:00:00 PM,1,1,0
01/07/2016 01:15:00 PM,4,2,2
01/07/2016 01:30:00 PM,3,0,3
01/07/2016 01:45:00 PM,1,1,0
01/07/2016 02:00:00 PM,5,1,4
