"","hour","x","lat","lon"
"110","2016-01-05 13:00:00",10,43.068021,-89.412087
"111","2016-01-05 14:00:00",18,43.068021,-89.412087
"112","2016-01-05 15:00:00",16,43.068021,-89.412087
"113","2016-01-05 16:00:00",41,43.068021,-89.412087
"114","2016-01-05 17:00:00",47,43.068021,-89.412087
"115","2016-01-05 18:00:00",29,43.068021,-89.412087
"116","2016-01-05 19:00:00",7,43.068021,-89.412087
"117","2016-01-05 20:00:00",2,43.068021,-89.412087
"118","2016-01-05 21:00:00",5,43.068021,-89.412087
"119","2016-01-05 22:00:00",6,43.068021,-89.412087
"120","2016-01-05 23:00:00",1,43.068021,-89.412087
"121","2016-01-06 00:00:00",1,43.068021,-89.412087
"122","2016-01-06 01:00:00",0,43.068021,-89.412087
"123","2016-01-06 02:00:00",0,43.068021,-89.412087
"124","2016-01-06 03:00:00",0,43.068021,-89.412087
"125","2016-01-06 04:00:00",1,43.068021,-89.412087
"126","2016-01-06 05:00:00",3,43.068021,-89.412087
"127","2016-01-06 06:00:00",18,43.068021,-89.412087
"128","2016-01-06 07:00:00",38,43.068021,-89.412087
"129","2016-01-06 08:00:00",55,43.068021,-89.412087
"130","2016-01-06 09:00:00",11,43.068021,-89.412087
"131","2016-01-06 10:00:00",9,43.068021,-89.412087
"132","2016-01-06 11:00:00",11,43.068021,-89.412087
"133","2016-01-06 12:00:00",14,43.068021,-89.412087
"134","2016-01-06 13:00:00",17,43.068021,-89.412087
"135","2016-01-06 14:00:00",15,43.068021,-89.412087
"136","2016-01-06 15:00:00",17,43.068021,-89.412087
"137","2016-01-06 16:00:00",33,43.068021,-89.412087
"138","2016-01-06 17:00:00",65,43.068021,-89.412087
"139","2016-01-06 18:00:00",20,43.068021,-89.412087
"140","2016-01-06 19:00:00",13,43.068021,-89.412087
"141","2016-01-06 20:00:00",4,43.068021,-89.412087
"142","2016-01-06 21:00:00",6,43.068021,-89.412087
"143","2016-01-06 22:00:00",2,43.068021,-89.412087
"144","2016-01-06 23:00:00",2,43.068021,-89.412087
"145","2016-01-07 00:00:00",1,43.068021,-89.412087
"146","2016-01-07 01:00:00",0,43.068021,-89.412087
"147","2016-01-07 02:00:00",0,43.068021,-89.412087
"148","2016-01-07 03:00:00",0,43.068021,-89.412087
"149","2016-01-07 04:00:00",0,43.068021,-89.412087
"150","2016-01-07 05:00:00",0,43.068021,-89.412087
"151","2016-01-07 06:00:00",14,43.068021,-89.412087
"152","2016-01-07 07:00:00",25,43.068021,-89.412087
"153","2016-01-07 08:00:00",28,43.068021,-89.412087
"154","2016-01-07 09:00:00",7,43.068021,-89.412087
"155","2016-01-07 10:00:00",8,43.068021,-89.412087
"156","2016-01-07 11:00:00",6,43.068021,-89.412087
"157","2016-01-07 12:00:00",7,43.068021,-89.412087
